6136.24   1.6681e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004   
6136.24   1.9630e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004         
6136.24   2.3101e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004   
6136.24   2.7185e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004   
6136.24   3.1992e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004        
6136.24   3.7649e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004   
6136.24   4.4306e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004   
6136.24   5.2140e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004         
6136.24   6.1359e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004   
6136.24   7.2208e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004   
6136.24   8.4975e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004         
6136.24   1.0000e+02 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004  
